Training iCaRL with the following settings:
 - Dataset: CIFAR100
 - Selection criterion: Median
 - Number of exemplars per target: 20
 - Number of epochs: 70
 - Starting learning rate: 2
 - Learning rate division: 5
 - Milestones for learning rate adjustment: [49, 63]
 - Size of the batches: 128
 - Weight decay: 1e-05
 - Momentum: 0.9
 - Number of tasks: 20
 - Targets order: [87, 0, 52, 58, 44, 91, 68, 97, 51, 15, 94, 92, 10, 72, 49, 78, 61, 14, 8, 86, 84, 96, 18, 24, 32, 45, 88, 11, 4, 67, 69, 66, 77, 47, 79, 93, 29, 50, 57, 83, 17, 81, 41, 12, 37, 59, 25, 20, 80, 73, 1, 28, 6, 46, 62, 82, 53, 9, 31, 75, 38, 63, 33, 74, 27, 22, 36, 3, 16, 21, 60, 19, 70, 90, 89, 43, 5, 42, 65, 76, 40, 30, 23, 85, 2, 95, 56, 48, 71, 64, 98, 13, 99, 7, 34, 55, 54, 26, 35, 39]
 - Random seed: 42


Task 1:
Current train data length: 2500
Current test data length: 500
Epoch 1: training loss - 1.55015 | validation loss - 0.17963 | accuracy - 0.266
Epoch 2: training loss - 0.33487 | validation loss - 0.12672 | accuracy - 0.466
Epoch 3: training loss - 0.27528 | validation loss - 0.06796 | accuracy - 0.58
Epoch 4: training loss - 0.21858 | validation loss - 0.06413 | accuracy - 0.692
Epoch 5: training loss - 0.19724 | validation loss - 0.0598 | accuracy - 0.698
Epoch 6: training loss - 0.1618 | validation loss - 0.06512 | accuracy - 0.698
Epoch 7: training loss - 0.15011 | validation loss - 0.10919 | accuracy - 0.602
Epoch 8: training loss - 0.13361 | validation loss - 0.03442 | accuracy - 0.834
Epoch 9: training loss - 0.10639 | validation loss - 0.05558 | accuracy - 0.736
Epoch 10: training loss - 0.09544 | validation loss - 0.03079 | accuracy - 0.862
Epoch 11: training loss - 0.09342 | validation loss - 0.03623 | accuracy - 0.844
Epoch 12: training loss - 0.07532 | validation loss - 0.04397 | accuracy - 0.81
Epoch 13: training loss - 0.07316 | validation loss - 0.03649 | accuracy - 0.846
Epoch 14: training loss - 0.06234 | validation loss - 0.05333 | accuracy - 0.774
Epoch 15: training loss - 0.0703 | validation loss - 0.042 | accuracy - 0.826
Epoch 16: training loss - 0.07097 | validation loss - 0.03257 | accuracy - 0.846
Epoch 17: training loss - 0.07725 | validation loss - 0.05032 | accuracy - 0.79
Epoch 18: training loss - 0.05961 | validation loss - 0.03305 | accuracy - 0.846
Epoch 19: training loss - 0.0433 | validation loss - 0.02767 | accuracy - 0.89
Epoch 20: training loss - 0.03179 | validation loss - 0.03624 | accuracy - 0.852
Epoch 21: training loss - 0.02517 | validation loss - 0.0413 | accuracy - 0.846
Epoch 22: training loss - 0.03159 | validation loss - 0.03452 | accuracy - 0.864
Epoch 23: training loss - 0.02345 | validation loss - 0.03195 | accuracy - 0.882
Epoch 24: training loss - 0.02341 | validation loss - 0.04168 | accuracy - 0.838
Epoch 25: training loss - 0.03461 | validation loss - 0.03374 | accuracy - 0.872
Epoch 26: training loss - 0.02295 | validation loss - 0.03131 | accuracy - 0.884
Epoch 27: training loss - 0.01889 | validation loss - 0.03861 | accuracy - 0.864
Epoch 28: training loss - 0.01721 | validation loss - 0.03888 | accuracy - 0.87
Epoch 29: training loss - 0.01105 | validation loss - 0.03466 | accuracy - 0.878
Epoch 30: training loss - 0.01022 | validation loss - 0.03828 | accuracy - 0.848
Epoch 31: training loss - 0.01129 | validation loss - 0.03437 | accuracy - 0.88
Epoch 32: training loss - 0.00653 | validation loss - 0.04127 | accuracy - 0.87
Epoch 33: training loss - 0.00469 | validation loss - 0.04371 | accuracy - 0.868
Epoch 34: training loss - 0.00402 | validation loss - 0.04154 | accuracy - 0.858
Epoch 35: training loss - 0.00197 | validation loss - 0.03034 | accuracy - 0.898
Epoch 36: training loss - 0.00118 | validation loss - 0.0276 | accuracy - 0.902
Epoch 37: training loss - 0.00097 | validation loss - 0.02716 | accuracy - 0.914
Epoch 38: training loss - 0.00098 | validation loss - 0.02592 | accuracy - 0.916
Epoch 39: training loss - 0.00079 | validation loss - 0.02576 | accuracy - 0.914
Epoch 40: training loss - 0.00071 | validation loss - 0.0243 | accuracy - 0.914
Epoch 41: training loss - 0.00093 | validation loss - 0.02907 | accuracy - 0.904
Epoch 42: training loss - 0.00064 | validation loss - 0.02571 | accuracy - 0.908
Epoch 43: training loss - 0.0005 | validation loss - 0.02485 | accuracy - 0.908
Epoch 44: training loss - 0.0005 | validation loss - 0.0246 | accuracy - 0.916
Epoch 45: training loss - 0.00054 | validation loss - 0.02474 | accuracy - 0.92
Epoch 46: training loss - 0.00045 | validation loss - 0.02423 | accuracy - 0.918
Epoch 47: training loss - 0.00048 | validation loss - 0.02423 | accuracy - 0.918
Epoch 48: training loss - 0.00051 | validation loss - 0.02373 | accuracy - 0.924
Epoch 49: training loss - 0.00046 | validation loss - 0.02421 | accuracy - 0.922
Epoch 50: training loss - 0.00093 | validation loss - 0.02469 | accuracy - 0.92
Epoch 51: training loss - 0.00097 | validation loss - 0.0253 | accuracy - 0.918
Epoch 52: training loss - 0.00059 | validation loss - 0.0269 | accuracy - 0.912
Epoch 53: training loss - 0.00044 | validation loss - 0.02637 | accuracy - 0.91
Epoch 54: training loss - 0.0005 | validation loss - 0.02678 | accuracy - 0.908
Epoch 55: training loss - 0.00052 | validation loss - 0.02643 | accuracy - 0.91
Epoch 56: training loss - 0.00038 | validation loss - 0.0258 | accuracy - 0.914
Epoch 57: training loss - 0.00039 | validation loss - 0.02619 | accuracy - 0.912
Epoch 58: training loss - 0.00057 | validation loss - 0.02576 | accuracy - 0.912
Epoch 59: training loss - 0.00036 | validation loss - 0.02539 | accuracy - 0.918
Epoch 60: training loss - 0.00043 | validation loss - 0.02559 | accuracy - 0.914
Epoch 61: training loss - 0.00044 | validation loss - 0.02557 | accuracy - 0.912
Epoch 62: training loss - 0.00048 | validation loss - 0.02547 | accuracy - 0.916
Epoch 63: training loss - 0.00051 | validation loss - 0.02589 | accuracy - 0.914
Epoch 64: training loss - 0.00035 | validation loss - 0.02573 | accuracy - 0.914
Epoch 65: training loss - 0.0005 | validation loss - 0.02554 | accuracy - 0.912
Epoch 66: training loss - 0.00049 | validation loss - 0.02523 | accuracy - 0.916
Epoch 67: training loss - 0.00046 | validation loss - 0.02549 | accuracy - 0.918
Epoch 68: training loss - 0.00051 | validation loss - 0.02597 | accuracy - 0.914
Epoch 69: training loss - 0.00053 | validation loss - 0.02528 | accuracy - 0.918
Epoch 70: training loss - 0.00044 | validation loss - 0.02544 | accuracy - 0.92
Median-of-exemplars classifier's accuracy: 0.916

Task 2:
Current train data length: 2600
Current test data length: 1000
Epoch 1: training loss - 0.48934 | validation loss - 1.05793 | accuracy - 0.337
Epoch 2: training loss - 0.25205 | validation loss - 0.78888 | accuracy - 0.352
Epoch 3: training loss - 0.19416 | validation loss - 0.65897 | accuracy - 0.417
Epoch 4: training loss - 0.16689 | validation loss - 0.71503 | accuracy - 0.417
Epoch 5: training loss - 0.1538 | validation loss - 0.67115 | accuracy - 0.429
Epoch 6: training loss - 0.14559 | validation loss - 0.66453 | accuracy - 0.435
Epoch 7: training loss - 0.14137 | validation loss - 0.72164 | accuracy - 0.424
Epoch 8: training loss - 0.13658 | validation loss - 0.71979 | accuracy - 0.436
Epoch 9: training loss - 0.12838 | validation loss - 0.69502 | accuracy - 0.438
Epoch 10: training loss - 0.12547 | validation loss - 0.67023 | accuracy - 0.436
Epoch 11: training loss - 0.12397 | validation loss - 0.67183 | accuracy - 0.443
Epoch 12: training loss - 0.11708 | validation loss - 0.71921 | accuracy - 0.436
Epoch 13: training loss - 0.11995 | validation loss - 0.73914 | accuracy - 0.429
Epoch 14: training loss - 0.11933 | validation loss - 0.64998 | accuracy - 0.44
Epoch 15: training loss - 0.11452 | validation loss - 0.6683 | accuracy - 0.444
Epoch 16: training loss - 0.11372 | validation loss - 0.66441 | accuracy - 0.44
Epoch 17: training loss - 0.1114 | validation loss - 0.65707 | accuracy - 0.444
Epoch 18: training loss - 0.11116 | validation loss - 0.69741 | accuracy - 0.433
Epoch 19: training loss - 0.11183 | validation loss - 0.71172 | accuracy - 0.427
Epoch 20: training loss - 0.11092 | validation loss - 0.66018 | accuracy - 0.445
Epoch 21: training loss - 0.11048 | validation loss - 0.69619 | accuracy - 0.434
Epoch 22: training loss - 0.11202 | validation loss - 0.66993 | accuracy - 0.433
Epoch 23: training loss - 0.11252 | validation loss - 0.66234 | accuracy - 0.438
Epoch 24: training loss - 0.11236 | validation loss - 0.69768 | accuracy - 0.431
Epoch 25: training loss - 0.11052 | validation loss - 0.65933 | accuracy - 0.445
Epoch 26: training loss - 0.11149 | validation loss - 0.65659 | accuracy - 0.435
Epoch 27: training loss - 0.11192 | validation loss - 0.64816 | accuracy - 0.438
Epoch 28: training loss - 0.11005 | validation loss - 0.64888 | accuracy - 0.44
Epoch 29: training loss - 0.10741 | validation loss - 0.64201 | accuracy - 0.439
Epoch 30: training loss - 0.10932 | validation loss - 0.63973 | accuracy - 0.451
Epoch 31: training loss - 0.11085 | validation loss - 0.6702 | accuracy - 0.435
Epoch 32: training loss - 0.10716 | validation loss - 0.63302 | accuracy - 0.44
Epoch 33: training loss - 0.10705 | validation loss - 0.63536 | accuracy - 0.445
Epoch 34: training loss - 0.10671 | validation loss - 0.62628 | accuracy - 0.445
Epoch 35: training loss - 0.107 | validation loss - 0.64477 | accuracy - 0.438
Epoch 36: training loss - 0.10504 | validation loss - 0.64822 | accuracy - 0.443
Epoch 37: training loss - 0.10675 | validation loss - 0.62232 | accuracy - 0.441
Epoch 38: training loss - 0.1065 | validation loss - 0.63475 | accuracy - 0.446
Epoch 39: training loss - 0.1078 | validation loss - 0.64727 | accuracy - 0.438
Epoch 40: training loss - 0.10847 | validation loss - 0.63813 | accuracy - 0.442
Epoch 41: training loss - 0.10847 | validation loss - 0.63658 | accuracy - 0.438
Epoch 42: training loss - 0.10816 | validation loss - 0.62766 | accuracy - 0.446
Epoch 43: training loss - 0.10964 | validation loss - 0.59563 | accuracy - 0.444
Epoch 44: training loss - 0.11106 | validation loss - 0.63255 | accuracy - 0.433
Epoch 45: training loss - 0.11272 | validation loss - 0.62016 | accuracy - 0.444
Epoch 46: training loss - 0.10921 | validation loss - 0.62119 | accuracy - 0.438
Epoch 47: training loss - 0.11013 | validation loss - 0.60447 | accuracy - 0.441
Epoch 48: training loss - 0.11058 | validation loss - 0.6059 | accuracy - 0.435
Epoch 49: training loss - 0.11412 | validation loss - 0.61378 | accuracy - 0.441
Epoch 50: training loss - 0.10862 | validation loss - 0.62911 | accuracy - 0.44
Epoch 51: training loss - 0.10418 | validation loss - 0.60526 | accuracy - 0.445
Epoch 52: training loss - 0.10221 | validation loss - 0.61389 | accuracy - 0.442
Epoch 53: training loss - 0.10317 | validation loss - 0.60288 | accuracy - 0.444
Epoch 54: training loss - 0.10343 | validation loss - 0.61759 | accuracy - 0.444
Epoch 55: training loss - 0.10166 | validation loss - 0.61007 | accuracy - 0.445
Epoch 56: training loss - 0.10143 | validation loss - 0.61504 | accuracy - 0.441
Epoch 57: training loss - 0.10259 | validation loss - 0.61225 | accuracy - 0.443
Epoch 58: training loss - 0.10079 | validation loss - 0.60822 | accuracy - 0.445
Epoch 59: training loss - 0.10215 | validation loss - 0.6133 | accuracy - 0.443
Epoch 60: training loss - 0.1012 | validation loss - 0.61038 | accuracy - 0.445
Epoch 61: training loss - 0.10156 | validation loss - 0.61198 | accuracy - 0.444
Epoch 62: training loss - 0.10115 | validation loss - 0.60942 | accuracy - 0.447
Epoch 63: training loss - 0.10004 | validation loss - 0.60821 | accuracy - 0.445
Epoch 64: training loss - 0.10107 | validation loss - 0.61153 | accuracy - 0.445
Epoch 65: training loss - 0.10107 | validation loss - 0.60881 | accuracy - 0.446
Epoch 66: training loss - 0.10205 | validation loss - 0.61256 | accuracy - 0.446
Epoch 67: training loss - 0.10152 | validation loss - 0.61312 | accuracy - 0.444
Epoch 68: training loss - 0.10108 | validation loss - 0.60843 | accuracy - 0.445
Epoch 69: training loss - 0.10077 | validation loss - 0.60948 | accuracy - 0.444
Epoch 70: training loss - 0.10156 | validation loss - 0.61204 | accuracy - 0.445
Median-of-exemplars classifier's accuracy: 0.499

Task 3:
Current train data length: 2700
Current test data length: 1500
Epoch 1: training loss - 0.22471 | validation loss - 1.16842 | accuracy - 0.27467
Epoch 2: training loss - 0.21041 | validation loss - 1.07404 | accuracy - 0.28533
Epoch 3: training loss - 0.19321 | validation loss - 1.10646 | accuracy - 0.27733
Epoch 4: training loss - 0.18725 | validation loss - 1.0352 | accuracy - 0.28867
Epoch 5: training loss - 0.18425 | validation loss - 1.09437 | accuracy - 0.28533
Epoch 6: training loss - 0.18441 | validation loss - 1.06031 | accuracy - 0.28533
Epoch 7: training loss - 0.17949 | validation loss - 1.05983 | accuracy - 0.288
Epoch 8: training loss - 0.17606 | validation loss - 1.01294 | accuracy - 0.29133
Epoch 9: training loss - 0.18086 | validation loss - 1.01627 | accuracy - 0.29467
Epoch 10: training loss - 0.17461 | validation loss - 1.01324 | accuracy - 0.29267
Epoch 11: training loss - 0.17441 | validation loss - 1.04526 | accuracy - 0.29467
Epoch 12: training loss - 0.17213 | validation loss - 1.03106 | accuracy - 0.294
Epoch 13: training loss - 0.17409 | validation loss - 1.05242 | accuracy - 0.28867
Epoch 14: training loss - 0.17509 | validation loss - 1.04969 | accuracy - 0.29
Epoch 15: training loss - 0.17785 | validation loss - 1.03709 | accuracy - 0.288
Epoch 16: training loss - 0.17414 | validation loss - 1.08085 | accuracy - 0.28933
Epoch 17: training loss - 0.18119 | validation loss - 1.04128 | accuracy - 0.28333
Epoch 18: training loss - 0.17918 | validation loss - 1.07856 | accuracy - 0.28267
Epoch 19: training loss - 0.17708 | validation loss - 1.02832 | accuracy - 0.29533
Epoch 20: training loss - 0.18091 | validation loss - 0.99826 | accuracy - 0.296
Epoch 21: training loss - 0.17771 | validation loss - 1.04044 | accuracy - 0.28667
Epoch 22: training loss - 0.17628 | validation loss - 1.0607 | accuracy - 0.28467
Epoch 23: training loss - 0.16945 | validation loss - 1.04256 | accuracy - 0.29333
